year,start_date,end_date,jurisdiction,location,age_group,best_detection_method,detection_method,amphetamine,cannabis,cocaine,ecstasy,methylamphetamine,other,unknown,no_drugs_detected,positive_drug_tests,fines,arrests,charges,month,month_name,is_all_locations,is_unknown_location,is_all_ages,is_unknown_age,substance_combo,pre_2023,total_outcomes
2023,2023-02-01,2023-02-28,NSW,Major Cities,26-39,True,Laboratory or Toxicology (Stage 3),True,True,False,False,,,,,30,11,0,19,2,Feb,False,False,False,False,None detected,False,30
2023,2023-02-01,2023-02-28,NSW,Major Cities,26-39,True,Laboratory or Toxicology (Stage 3),True,True,True,True,,,,,1,1,0,0,2,Feb,False,False,False,False,None detected,False,1
2023,2023-02-01,2023-02-28,NSW,Major Cities,40-64,False,Indicator (Stage 1),False,False,True,,,,,,6,3,0,3,2,Feb,False,False,False,False,None detected,False,6
2023,2023-02-01,2023-02-28,NSW,Major Cities,40-64,False,Indicator (Stage 1),False,True,False,,,,,,29,13,0,16,2,Feb,False,False,False,False,None detected,False,29
2023,2023-02-01,2023-02-28,NSW,Major Cities,40-64,False,Indicator (Stage 1),False,True,True,,,,,,2,0,0,2,2,Feb,False,False,False,False,None detected,False,2
2023,2023-02-01,2023-02-28,NSW,Major Cities,40-64,False,Indicator (Stage 1),True,False,False,,,,,,78,22,0,56,2,Feb,False,False,False,False,None detected,False,78
2023,2023-02-01,2023-02-28,NSW,Major Cities,40-64,False,Indicator (Stage 1),True,False,True,,,,,,5,2,0,3,2,Feb,False,False,False,False,None detected,False,5
2023,2023-02-01,2023-02-28,NSW,Major Cities,40-64,False,Indicator (Stage 1),True,True,False,,,,,,16,2,0,14,2,Feb,False,False,False,False,None detected,False,16
2023,2023-02-01,2023-02-28,NSW,Major Cities,40-64,False,Indicator (Stage 1),True,True,True,,,,,,1,1,0,0,2,Feb,False,False,False,False,None detected,False,1
2023,2023-02-01,2023-02-28,NSW,Major Cities,40-64,False,Secondary Confirmatory (Stage 2),False,False,False,,,,,,11,3,0,8,2,Feb,False,False,False,False,None detected,False,11
2023,2023-02-01,2023-02-28,NSW,Major Cities,40-64,False,Secondary Confirmatory (Stage 2),False,False,False,,,,True,,2,0,0,2,2,Feb,False,False,False,False,None detected,False,2
2023,2023-02-01,2023-02-28,NSW,Major Cities,40-64,False,Secondary Confirmatory (Stage 2),False,False,True,,,,,,6,2,0,4,2,Feb,False,False,False,False,None detected,False,6
2023,2023-02-01,2023-02-28,NSW,Major Cities,40-64,False,Secondary Confirmatory (Stage 2),False,True,False,,,,,,26,10,0,16,2,Feb,False,False,False,False,None detected,False,26
2023,2023-02-01,2023-02-28,NSW,Major Cities,40-64,False,Secondary Confirmatory (Stage 2),False,True,True,,,,,,3,1,0,2,2,Feb,False,False,False,False,None detected,False,3
2023,2023-02-01,2023-02-28,NSW,Major Cities,40-64,False,Secondary Confirmatory (Stage 2),True,False,False,,,,,,73,21,0,52,2,Feb,False,False,False,False,None detected,False,73
2023,2023-02-01,2023-02-28,NSW,Major Cities,40-64,False,Secondary Confirmatory (Stage 2),True,False,True,,,,,,1,1,0,0,2,Feb,False,False,False,False,None detected,False,1
2023,2023-02-01,2023-02-28,NSW,Major Cities,40-64,False,Secondary Confirmatory (Stage 2),True,True,False,,,,,,15,5,0,10,2,Feb,False,False,False,False,None detected,False,15
2023,2023-02-01,2023-02-28,NSW,Major Cities,40-64,True,Laboratory or Toxicology (Stage 3),False,False,False,False,,,True,,2,0,0,2,2,Feb,False,False,False,False,None detected,False,2
2023,2023-02-01,2023-02-28,NSW,Major Cities,40-64,True,Laboratory or Toxicology (Stage 3),False,False,True,False,,,,,5,3,0,2,2,Feb,False,False,False,False,None detected,False,5
2023,2023-02-01,2023-02-28,NSW,Major Cities,40-64,True,Laboratory or Toxicology (Stage 3),False,True,False,False,,,,,26,12,0,14,2,Feb,False,False,False,False,None detected,False,26
2023,2023-02-01,2023-02-28,NSW,Major Cities,40-64,True,Laboratory or Toxicology (Stage 3),False,True,True,False,,,,,2,0,0,2,2,Feb,False,False,False,False,None detected,False,2
2023,2023-02-01,2023-02-28,NSW,Major Cities,40-64,True,Laboratory or Toxicology (Stage 3),True,False,False,False,,,,,68,19,0,49,2,Feb,False,False,False,False,None detected,False,68
2023,2023-02-01,2023-02-28,NSW,Major Cities,40-64,True,Laboratory or Toxicology (Stage 3),True,False,False,True,,,,,1,0,0,1,2,Feb,False,False,False,False,None detected,False,1
2023,2023-02-01,2023-02-28,NSW,Major Cities,40-64,True,Laboratory or Toxicology (Stage 3),True,False,True,False,,,,,2,2,0,0,2,Feb,False,False,False,False,None detected,False,2
2023,2023-02-01,2023-02-28,NSW,Major Cities,40-64,True,Laboratory or Toxicology (Stage 3),True,True,False,False,,,,,31,7,0,24,2,Feb,False,False,False,False,None detected,False,31
2023,2023-02-01,2023-02-28,NSW,Outer Regional,17-25,False,Indicator (Stage 1),False,False,True,,,,,,1,0,0,1,2,Feb,False,False,False,False,None detected,False,1
2023,2023-02-01,2023-02-28,NSW,Outer Regional,17-25,False,Indicator (Stage 1),False,True,False,,,,,,6,5,0,1,2,Feb,False,False,False,False,None detected,False,6
2023,2023-02-01,2023-02-28,NSW,Outer Regional,17-25,False,Indicator (Stage 1),True,False,False,,,,,,3,2,0,1,2,Feb,False,False,False,False,None detected,False,3
2023,2023-02-01,2023-02-28,NSW,Outer Regional,17-25,False,Indicator (Stage 1),True,True,False,,,,,,1,1,0,0,2,Feb,False,False,False,False,None detected,False,1
2023,2023-02-01,2023-02-28,NSW,Outer Regional,17-25,False,Secondary Confirmatory (Stage 2),False,False,False,,,,,,1,1,0,0,2,Feb,False,False,False,False,None detected,False,1
2023,2023-02-01,2023-02-28,NSW,Outer Regional,17-25,False,Secondary Confirmatory (Stage 2),False,True,False,,,,,,5,4,0,1,2,Feb,False,False,False,False,None detected,False,5
2023,2023-02-01,2023-02-28,NSW,Outer Regional,17-25,False,Secondary Confirmatory (Stage 2),True,False,False,,,,,,4,2,0,2,2,Feb,False,False,False,False,None detected,False,4
2023,2023-02-01,2023-02-28,NSW,Outer Regional,17-25,False,Secondary Confirmatory (Stage 2),True,True,False,,,,,,1,1,0,0,2,Feb,False,False,False,False,None detected,False,1
2023,2023-02-01,2023-02-28,NSW,Outer Regional,17-25,True,Laboratory or Toxicology (Stage 3),False,True,False,False,,,,,5,4,0,1,2,Feb,False,False,False,False,None detected,False,5
2023,2023-02-01,2023-02-28,NSW,Outer Regional,17-25,True,Laboratory or Toxicology (Stage 3),False,True,False,True,,,,,1,1,0,0,2,Feb,False,False,False,False,None detected,False,1
2023,2023-02-01,2023-02-28,NSW,Outer Regional,17-25,True,Laboratory or Toxicology (Stage 3),True,False,False,False,,,,,4,2,0,2,2,Feb,False,False,False,False,None detected,False,4
2023,2023-02-01,2023-02-28,NSW,Outer Regional,17-25,True,Laboratory or Toxicology (Stage 3),True,True,False,False,,,,,1,1,0,0,2,Feb,False,False,False,False,None detected,False,1
2023,2023-02-01,2023-02-28,NSW,Outer Regional,26-39,False,Indicator (Stage 1),False,True,False,,,,,,4,0,0,4,2,Feb,False,False,False,False,None detected,False,4
2023,2023-02-01,2023-02-28,NSW,Outer Regional,26-39,False,Indicator (Stage 1),True,False,False,,,,,,12,2,0,10,2,Feb,False,False,False,False,None detected,False,12
2023,2023-02-01,2023-02-28,NSW,Outer Regional,26-39,False,Indicator (Stage 1),True,True,False,,,,,,1,0,0,1,2,Feb,False,False,False,False,None detected,False,1
2023,2023-02-01,2023-02-28,NSW,Outer Regional,26-39,False,Secondary Confirmatory (Stage 2),False,False,False,,,,,,4,0,0,4,2,Feb,False,False,False,False,None detected,False,4
2023,2023-02-01,2023-02-28,NSW,Outer Regional,26-39,False,Secondary Confirmatory (Stage 2),False,False,False,,,,True,,2,0,0,2,2,Feb,False,False,False,False,None detected,False,2
2023,2023-02-01,2023-02-28,NSW,Outer Regional,26-39,False,Secondary Confirmatory (Stage 2),False,True,False,,,,,,2,0,0,2,2,Feb,False,False,False,False,None detected,False,2
2023,2023-02-01,2023-02-28,NSW,Outer Regional,26-39,False,Secondary Confirmatory (Stage 2),True,False,False,,,,,,6,2,0,4,2,Feb,False,False,False,False,None detected,False,6
2023,2023-02-01,2023-02-28,NSW,Outer Regional,26-39,False,Secondary Confirmatory (Stage 2),True,True,False,,,,,,3,0,0,3,2,Feb,False,False,False,False,None detected,False,3
2023,2023-02-01,2023-02-28,NSW,Outer Regional,26-39,True,Laboratory or Toxicology (Stage 3),False,False,False,False,,,True,,2,0,0,2,2,Feb,False,False,False,False,None detected,False,2
2023,2023-02-01,2023-02-28,NSW,Outer Regional,26-39,True,Laboratory or Toxicology (Stage 3),False,True,False,False,,,,,3,0,0,3,2,Feb,False,False,False,False,None detected,False,3
2023,2023-02-01,2023-02-28,NSW,Outer Regional,26-39,True,Laboratory or Toxicology (Stage 3),True,False,False,False,,,,,9,2,0,7,2,Feb,False,False,False,False,None detected,False,9
2023,2023-02-01,2023-02-28,NSW,Outer Regional,26-39,True,Laboratory or Toxicology (Stage 3),True,True,False,False,,,,,3,0,0,3,2,Feb,False,False,False,False,None detected,False,3
2023,2023-02-01,2023-02-28,NSW,Outer Regional,40-64,False,Indicator (Stage 1),False,True,False,,,,,,8,5,0,3,2,Feb,False,False,False,False,None detected,False,8
2023,2023-02-01,2023-02-28,NSW,Outer Regional,40-64,False,Indicator (Stage 1),True,False,False,,,,,,11,2,0,9,2,Feb,False,False,False,False,None detected,False,11
2023,2023-02-01,2023-02-28,NSW,Outer Regional,40-64,False,Indicator (Stage 1),True,False,True,,,,,,1,0,0,1,2,Feb,False,False,False,False,None detected,False,1
2023,2023-02-01,2023-02-28,NSW,Outer Regional,40-64,False,Indicator (Stage 1),True,True,False,,,,,,1,0,0,1,2,Feb,False,False,False,False,None detected,False,1
2023,2023-02-01,2023-02-28,NSW,Outer Regional,40-64,False,Secondary Confirmatory (Stage 2),False,False,False,,,,,,1,1,0,0,2,Feb,False,False,False,False,None detected,False,1
2023,2023-02-01,2023-02-28,NSW,Outer Regional,40-64,False,Secondary Confirmatory (Stage 2),False,False,False,,,,True,,2,0,0,2,2,Feb,False,False,False,False,None detected,False,2
2023,2023-02-01,2023-02-28,NSW,Outer Regional,40-64,False,Secondary Confirmatory (Stage 2),False,False,True,,,,,,1,0,0,1,2,Feb,False,False,False,False,None detected,False,1
2023,2023-02-01,2023-02-28,NSW,Outer Regional,40-64,False,Secondary Confirmatory (Stage 2),False,True,False,,,,,,6,3,0,3,2,Feb,False,False,False,False,None detected,False,6
2023,2023-02-01,2023-02-28,NSW,Outer Regional,40-64,False,Secondary Confirmatory (Stage 2),True,False,False,,,,,,8,1,0,7,2,Feb,False,False,False,False,None detected,False,8
2023,2023-02-01,2023-02-28,NSW,Outer Regional,40-64,False,Secondary Confirmatory (Stage 2),True,False,True,,,,,,1,1,0,0,2,Feb,False,False,False,False,None detected,False,1
2023,2023-02-01,2023-02-28,NSW,Outer Regional,40-64,False,Secondary Confirmatory (Stage 2),True,True,False,,,,,,2,1,0,1,2,Feb,False,False,False,False,None detected,False,2
2023,2023-02-01,2023-02-28,NSW,Outer Regional,40-64,True,Laboratory or Toxicology (Stage 3),False,False,False,False,,,True,,1,0,0,1,2,Feb,False,False,False,False,None detected,False,1
2023,2023-02-01,2023-02-28,NSW,Outer Regional,40-64,True,Laboratory or Toxicology (Stage 3),False,False,True,False,,,,,1,0,0,1,2,Feb,False,False,False,False,None detected,False,1
2023,2023-02-01,2023-02-28,NSW,Outer Regional,40-64,True,Laboratory or Toxicology (Stage 3),False,True,False,False,,,,,7,4,0,3,2,Feb,False,False,False,False,None detected,False,7
2023,2023-02-01,2023-02-28,NSW,Outer Regional,40-64,True,Laboratory or Toxicology (Stage 3),True,False,False,False,,,,,10,2,0,8,2,Feb,False,False,False,False,None detected,False,10
2023,2023-02-01,2023-02-28,NSW,Outer Regional,40-64,True,Laboratory or Toxicology (Stage 3),True,True,False,False,,,,,2,1,0,1,2,Feb,False,False,False,False,None detected,False,2
2023,2023-02-01,2023-02-28,NSW,Outer Regional,65 and over,False,Indicator (Stage 1),False,False,True,,,,,,1,0,0,1,2,Feb,False,False,False,False,None detected,False,1
2023,2023-02-01,2023-02-28,NSW,Outer Regional,65 and over,False,Indicator (Stage 1),False,True,False,,,,,,1,0,0,1,2,Feb,False,False,False,False,None detected,False,1
2023,2023-02-01,2023-02-28,NSW,Outer Regional,65 and over,False,Secondary Confirmatory (Stage 2),False,False,False,,,,,,1,0,0,1,2,Feb,False,False,False,False,None detected,False,1
2023,2023-02-01,2023-02-28,NSW,Outer Regional,65 and over,False,Secondary Confirmatory (Stage 2),False,True,False,,,,,,1,0,0,1,2,Feb,False,False,False,False,None detected,False,1
2023,2023-02-01,2023-02-28,NSW,Outer Regional,65 and over,True,Laboratory or Toxicology (Stage 3),False,False,True,False,,,,,1,0,0,1,2,Feb,False,False,False,False,None detected,False,1
2023,2023-02-01,2023-02-28,NSW,Outer Regional,65 and over,True,Laboratory or Toxicology (Stage 3),False,True,False,False,,,,,1,0,0,1,2,Feb,False,False,False,False,None detected,False,1
2023,2023-02-01,2023-02-28,NSW,Remote,17-25,False,Indicator (Stage 1),False,True,False,,,,,,1,1,0,0,2,Feb,False,False,False,False,None detected,False,1
2023,2023-02-01,2023-02-28,NSW,Remote,17-25,False,Secondary Confirmatory (Stage 2),False,False,False,,,,,,1,1,0,0,2,Feb,False,False,False,False,None detected,False,1
2023,2023-02-01,2023-02-28,NSW,Remote,17-25,True,Laboratory or Toxicology (Stage 3),False,True,False,False,,,,,1,1,0,0,2,Feb,False,False,False,False,None detected,False,1
2023,2023-02-01,2023-02-28,NSW,Remote,26-39,False,Indicator (Stage 1),True,False,False,,,,,,5,0,0,5,2,Feb,False,False,False,False,None detected,False,5
2023,2023-02-01,2023-02-28,NSW,Remote,26-39,False,Secondary Confirmatory (Stage 2),False,False,False,,,,,,1,0,0,1,2,Feb,False,False,False,False,None detected,False,1
2023,2023-02-01,2023-02-28,NSW,Remote,26-39,False,Secondary Confirmatory (Stage 2),True,False,False,,,,,,3,0,0,3,2,Feb,False,False,False,False,None detected,False,3
2023,2023-02-01,2023-02-28,NSW,Remote,26-39,False,Secondary Confirmatory (Stage 2),True,True,False,,,,,,1,0,0,1,2,Feb,False,False,False,False,None detected,False,1
2023,2023-02-01,2023-02-28,NSW,Remote,26-39,True,Laboratory or Toxicology (Stage 3),True,False,False,False,,,,,4,0,0,4,2,Feb,False,False,False,False,None detected,False,4
2023,2023-02-01,2023-02-28,NSW,Remote,26-39,True,Laboratory or Toxicology (Stage 3),True,True,False,False,,,,,1,0,0,1,2,Feb,False,False,False,False,None detected,False,1
2023,2023-02-01,2023-02-28,NSW,Remote,40-64,False,Indicator (Stage 1),False,True,False,,,,,,4,3,0,1,2,Feb,False,False,False,False,None detected,False,4
2023,2023-02-01,2023-02-28,NSW,Remote,40-64,False,Indicator (Stage 1),True,False,False,,,,,,4,1,0,3,2,Feb,False,False,False,False,None detected,False,4
2023,2023-02-01,2023-02-28,NSW,Remote,40-64,False,Indicator (Stage 1),True,True,False,,,,,,2,2,0,0,2,Feb,False,False,False,False,None detected,False,2
2023,2023-02-01,2023-02-28,NSW,Remote,40-64,False,Secondary Confirmatory (Stage 2),False,True,False,,,,,,4,3,0,1,2,Feb,False,False,False,False,None detected,False,4
2023,2023-02-01,2023-02-28,NSW,Remote,40-64,False,Secondary Confirmatory (Stage 2),True,False,False,,,,,,3,1,0,2,2,Feb,False,False,False,False,None detected,False,3
2023,2023-02-01,2023-02-28,NSW,Remote,40-64,False,Secondary Confirmatory (Stage 2),True,True,False,,,,,,3,2,0,1,2,Feb,False,False,False,False,None detected,False,3
2023,2023-02-01,2023-02-28,NSW,Remote,40-64,True,Laboratory or Toxicology (Stage 3),False,True,False,False,,,,,3,2,0,1,2,Feb,False,False,False,False,None detected,False,3
2023,2023-02-01,2023-02-28,NSW,Remote,40-64,True,Laboratory or Toxicology (Stage 3),True,False,False,False,,,,,2,0,0,2,2,Feb,False,False,False,False,None detected,False,2
2023,2023-02-01,2023-02-28,NSW,Remote,40-64,True,Laboratory or Toxicology (Stage 3),True,True,False,False,,,,,5,4,0,1,2,Feb,False,False,False,False,None detected,False,5
2023,2023-02-01,2023-02-28,NT,Unknown,17-25,True,Indicator (Stage 1),,True,,,,,,,6,6,0,0,2,Feb,False,True,False,False,None detected,False,6
2023,2023-02-01,2023-02-28,NT,Unknown,26-39,True,Indicator (Stage 1),,True,,,,,,,23,23,0,0,2,Feb,False,True,False,False,None detected,False,23
2023,2023-02-01,2023-02-28,NT,Unknown,40-64,True,Indicator (Stage 1),,True,,,,,,,14,14,0,0,2,Feb,False,True,False,False,None detected,False,14
2023,2023-02-01,2023-02-28,TAS,Unknown,Unknown,True,Indicator (Stage 1),,,,,,,True,,153,0,0,0,2,Feb,False,True,False,True,None detected,False,0
2023,2023-02-01,2023-02-28,VIC,Inner Regional,17-25,True,Indicator (Stage 1),False,True,,False,,,,,10,0,0,0,2,Feb,False,False,False,False,None detected,False,0
2023,2023-02-01,2023-02-28,VIC,Inner Regional,17-25,True,Indicator (Stage 1),True,False,,False,,,,,9,0,0,0,2,Feb,False,False,False,False,None detected,False,0
2023,2023-02-01,2023-02-28,VIC,Inner Regional,17-25,True,Indicator (Stage 1),True,False,,True,,,,,2,0,0,0,2,Feb,False,False,False,False,None detected,False,0
2023,2023-02-01,2023-02-28,VIC,Inner Regional,17-25,True,Indicator (Stage 1),True,True,,False,,,,,6,0,0,0,2,Feb,False,False,False,False,None detected,False,0
2023,2023-02-01,2023-02-28,VIC,Inner Regional,26-39,True,Indicator (Stage 1),False,True,,False,,,,,14,0,0,0,2,Feb,False,False,False,False,None detected,False,0
2023,2023-02-01,2023-02-28,VIC,Inner Regional,26-39,True,Indicator (Stage 1),False,True,,True,,,,,1,0,0,0,2,Feb,False,False,False,False,None detected,False,0
2023,2023-02-01,2023-02-28,VIC,Inner Regional,26-39,True,Indicator (Stage 1),True,False,,False,,,,,52,0,0,0,2,Feb,False,False,False,False,None detected,False,0
2023,2023-02-01,2023-02-28,VIC,Inner Regional,26-39,True,Indicator (Stage 1),True,True,,False,,,,,8,0,0,0,2,Feb,False,False,False,False,None detected,False,0
2023,2023-02-01,2023-02-28,VIC,Inner Regional,40-64,True,Indicator (Stage 1),False,True,,False,,,,,17,0,0,0,2,Feb,False,False,False,False,None detected,False,0
2023,2023-02-01,2023-02-28,VIC,Inner Regional,40-64,True,Indicator (Stage 1),True,False,,False,,,,,45,0,0,0,2,Feb,False,False,False,False,None detected,False,0
2023,2023-02-01,2023-02-28,VIC,Inner Regional,40-64,True,Indicator (Stage 1),True,True,,False,,,,,14,0,0,0,2,Feb,False,False,False,False,None detected,False,0
2023,2023-02-01,2023-02-28,VIC,Inner Regional,65 and over,True,Indicator (Stage 1),False,True,,False,,,,,3,0,0,0,2,Feb,False,False,False,False,None detected,False,0
2023,2023-02-01,2023-02-28,VIC,Major Cities,17-25,True,Indicator (Stage 1),False,False,,True,,,,,3,0,0,0,2,Feb,False,False,False,False,None detected,False,0
2023,2023-02-01,2023-02-28,VIC,Major Cities,17-25,True,Indicator (Stage 1),False,True,,False,,,,,23,0,0,0,2,Feb,False,False,False,False,None detected,False,0
2023,2023-02-01,2023-02-28,VIC,Major Cities,17-25,True,Indicator (Stage 1),False,True,,True,,,,,1,0,0,0,2,Feb,False,False,False,False,None detected,False,0
2023,2023-02-01,2023-02-28,VIC,Major Cities,17-25,True,Indicator (Stage 1),True,False,,False,,,,,15,0,0,0,2,Feb,False,False,False,False,None detected,False,0
2023,2023-02-01,2023-02-28,VIC,Major Cities,17-25,True,Indicator (Stage 1),True,True,,False,,,,,7,0,0,0,2,Feb,False,False,False,False,None detected,False,0
2023,2023-02-01,2023-02-28,VIC,Major Cities,17-25,True,Indicator (Stage 1),True,True,,True,,,,,1,0,0,0,2,Feb,False,False,False,False,None detected,False,0
2023,2023-02-01,2023-02-28,VIC,Major Cities,26-39,True,Indicator (Stage 1),False,True,,False,,,,,46,0,0,0,2,Feb,False,False,False,False,None detected,False,0
2023,2023-02-01,2023-02-28,VIC,Major Cities,26-39,True,Indicator (Stage 1),True,False,,False,,,,,153,0,0,0,2,Feb,False,False,False,False,None detected,False,0
2023,2023-02-01,2023-02-28,VIC,Major Cities,26-39,True,Indicator (Stage 1),True,False,,True,,,,,1,0,0,0,2,Feb,False,False,False,False,None detected,False,0
2023,2023-02-01,2023-02-28,VIC,Major Cities,26-39,True,Indicator (Stage 1),True,True,,False,,,,,26,0,0,0,2,Feb,False,False,False,False,None detected,False,0
2023,2023-02-01,2023-02-28,VIC,Major Cities,40-64,True,Indicator (Stage 1),False,True,,False,,,,,30,0,0,0,2,Feb,False,False,False,False,None detected,False,0
2023,2023-02-01,2023-02-28,VIC,Major Cities,40-64,True,Indicator (Stage 1),True,False,,False,,,,,144,0,0,0,2,Feb,False,False,False,False,None detected,False,0
2023,2023-02-01,2023-02-28,VIC,Major Cities,40-64,True,Indicator (Stage 1),True,False,,True,,,,,2,0,0,0,2,Feb,False,False,False,False,None detected,False,0
2023,2023-02-01,2023-02-28,VIC,Major Cities,40-64,True,Indicator (Stage 1),True,True,,False,,,,,36,0,0,0,2,Feb,False,False,False,False,None detected,False,0
2023,2023-02-01,2023-02-28,VIC,Major Cities,65 and over,True,Indicator (Stage 1),False,True,,False,,,,,2,0,0,0,2,Feb,False,False,False,False,None detected,False,0
2023,2023-02-01,2023-02-28,VIC,Major Cities,65 and over,True,Indicator (Stage 1),True,False,,False,,,,,1,0,0,0,2,Feb,False,False,False,False,None detected,False,0
2023,2023-02-01,2023-02-28,VIC,Outer Regional,17-25,True,Indicator (Stage 1),False,True,,False,,,,,2,0,0,0,2,Feb,False,False,False,False,None detected,False,0
2023,2023-02-01,2023-02-28,VIC,Outer Regional,17-25,True,Indicator (Stage 1),True,False,,False,,,,,1,0,0,0,2,Feb,False,False,False,False,None detected,False,0
2023,2023-02-01,2023-02-28,VIC,Outer Regional,17-25,True,Indicator (Stage 1),True,True,,False,,,,,2,0,0,0,2,Feb,False,False,False,False,None detected,False,0
2023,2023-02-01,2023-02-28,VIC,Outer Regional,26-39,True,Indicator (Stage 1),False,True,,False,,,,,5,0,0,0,2,Feb,False,False,False,False,None detected,False,0
2023,2023-02-01,2023-02-28,VIC,Outer Regional,26-39,True,Indicator (Stage 1),True,False,,False,,,,,16,0,0,0,2,Feb,False,False,False,False,None detected,False,0
2023,2023-02-01,2023-02-28,VIC,Outer Regional,26-39,True,Indicator (Stage 1),True,True,,False,,,,,1,0,0,0,2,Feb,False,False,False,False,None detected,False,0
2023,2023-02-01,2023-02-28,VIC,Outer Regional,26-39,True,Indicator (Stage 1),True,True,,True,,,,,1,0,0,0,2,Feb,False,False,False,False,None detected,False,0
2023,2023-02-01,2023-02-28,VIC,Outer Regional,40-64,True,Indicator (Stage 1),False,True,,False,,,,,3,0,0,0,2,Feb,False,False,False,False,None detected,False,0
2023,2023-02-01,2023-02-28,VIC,Outer Regional,40-64,True,Indicator (Stage 1),True,False,,False,,,,,9,0,0,0,2,Feb,False,False,False,False,None detected,False,0
2023,2023-02-01,2023-02-28,VIC,Outer Regional,40-64,True,Indicator (Stage 1),True,True,,False,,,,,3,0,0,0,2,Feb,False,False,False,False,None detected,False,0
2023,2023-02-01,2023-02-28,WA,Unknown,17-25,True,Not applicable,,,,,,,True,,0,0,0,69,2,Feb,False,True,False,False,None detected,False,69
2023,2023-02-01,2023-02-28,WA,Unknown,26-39,True,Not applicable,,,,,,,True,,0,0,0,215,2,Feb,False,True,False,False,None detected,False,215
2023,2023-02-01,2023-02-28,WA,Unknown,40-64,True,Not applicable,,,,,,,True,,0,0,0,193,2,Feb,False,True,False,False,None detected,False,193
2023,2023-02-01,2023-02-28,WA,Unknown,65 and over,True,Not applicable,,,,,,,True,,0,0,0,4,2,Feb,False,True,False,False,None detected,False,4
2023,2023-02-01,2023-02-28,WA,Unknown,Unknown,False,Indicator (Stage 1),False,True,,False,,,False,False,172,0,0,0,2,Feb,False,True,False,True,Cannabis + Cocaine + Methylamphetamine + Other,False,0
2023,2023-02-01,2023-02-28,WA,Unknown,Unknown,False,Indicator (Stage 1),True,False,,False,,,False,False,303,0,0,0,2,Feb,False,True,False,True,Amphetamine + Cocaine + Methylamphetamine + Other,False,0
2023,2023-02-01,2023-02-28,WA,Unknown,Unknown,False,Indicator (Stage 1),True,True,,False,,,False,False,44,0,0,0,2,Feb,False,True,False,True,Amphetamine + Cannabis + Cocaine + Methylamphetamine + Other,False,0
2023,2023-02-01,2023-02-28,WA,Unknown,Unknown,False,Secondary Confirmatory (Stage 2),False,False,,False,,,False,True,31,0,0,0,2,Feb,False,True,False,True,None detected,False,0
2023,2023-02-01,2023-02-28,WA,Unknown,Unknown,False,Secondary Confirmatory (Stage 2),False,False,,False,,,True,False,5,0,0,0,2,Feb,False,True,False,True,Cocaine + Methylamphetamine + Other + Unknown,False,0
2023,2023-02-01,2023-02-28,WA,Unknown,Unknown,False,Secondary Confirmatory (Stage 2),False,True,,False,,,False,False,164,0,0,0,2,Feb,False,True,False,True,Cannabis + Cocaine + Methylamphetamine + Other,False,0
2023,2023-02-01,2023-02-28,WA,Unknown,Unknown,False,Secondary Confirmatory (Stage 2),True,False,,False,,,False,False,266,0,0,0,2,Feb,False,True,False,True,Amphetamine + Cocaine + Methylamphetamine + Other,False,0
2023,2023-02-01,2023-02-28,WA,Unknown,Unknown,False,Secondary Confirmatory (Stage 2),True,True,,False,,,False,False,58,0,0,0,2,Feb,False,True,False,True,Amphetamine + Cannabis + Cocaine + Methylamphetamine + Other,False,0
2023,2023-02-01,2023-02-28,WA,Unknown,Unknown,True,Laboratory or Toxicology (Stage 3),False,False,,False,,,False,True,29,0,0,0,2,Feb,False,True,False,True,None detected,False,0
2023,2023-02-01,2023-02-28,WA,Unknown,Unknown,True,Laboratory or Toxicology (Stage 3),False,False,,True,,,False,False,1,0,0,0,2,Feb,False,True,False,True,Cocaine + Ecstasy + Methylamphetamine + Other,False,0
2023,2023-02-01,2023-02-28,WA,Unknown,Unknown,True,Laboratory or Toxicology (Stage 3),False,True,,False,,,False,False,135,0,0,0,2,Feb,False,True,False,True,Cannabis + Cocaine + Methylamphetamine + Other,False,0
2023,2023-02-01,2023-02-28,WA,Unknown,Unknown,True,Laboratory or Toxicology (Stage 3),False,True,,True,,,False,False,2,0,0,0,2,Feb,False,True,False,True,Cannabis + Cocaine + Ecstasy + Methylamphetamine + Other,False,0
2023,2023-02-01,2023-02-28,WA,Unknown,Unknown,True,Laboratory or Toxicology (Stage 3),True,False,,False,,,False,False,265,0,0,0,2,Feb,False,True,False,True,Amphetamine + Cocaine + Methylamphetamine + Other,False,0
2023,2023-02-01,2023-02-28,WA,Unknown,Unknown,True,Laboratory or Toxicology (Stage 3),True,False,,True,,,False,False,1,0,0,0,2,Feb,False,True,False,True,Amphetamine + Cocaine + Ecstasy + Methylamphetamine + Other,False,0
2023,2023-02-01,2023-02-28,WA,Unknown,Unknown,True,Laboratory or Toxicology (Stage 3),True,True,,False,,,False,False,54,0,0,0,2,Feb,False,True,False,True,Amphetamine + Cannabis + Cocaine + Methylamphetamine + Other,False,0
2023,2023-02-01,2023-02-28,WA,Unknown,Unknown,True,Not applicable,,,,,,,True,,0,0,0,1,2,Feb,False,True,False,True,None detected,False,1
2023,2023-03-01,2023-03-31,ACT,Major Cities,17-25,True,Laboratory or Toxicology (Stage 3),False,True,False,,,False,False,,2,0,0,2,3,Mar,False,False,False,False,None detected,False,2
